id,category_id,zone_id,status,reported_at,resolved_at,mois,trimestre,jour_semaine,annee,latitude_center,longitude_center,rayon_km,number_of_inhabitants,surface
2657,3,55,reported,"2024-07-31 19:47:00",,7,3,4,2024,35.84000000,10.63500000,1.50,71464,12
2662,5,55,resolved,"2023-10-09 09:10:00","2023-10-17 09:10:00",10,4,2,2023,35.84000000,10.63500000,1.50,71464,12
2700,1,55,resolved,"2023-04-09 20:09:00","2023-04-21 20:09:00",4,2,1,2023,35.84000000,10.63500000,1.50,71464,12
2709,1,55,validated,"2024-12-14 09:33:00",,12,4,7,2024,35.84000000,10.63500000,1.50,71464,12
2733,6,55,reported,"2024-05-05 08:30:00",,5,2,1,2024,35.84000000,10.63500000,1.50,71464,12
2763,2,55,"in progress","2024-05-19 16:35:00",,5,2,1,2024,35.84000000,10.63500000,1.50,71464,12
2771,2,55,resolved,"2024-04-15 20:30:00","2024-04-29 20:30:00",4,2,2,2024,35.84000000,10.63500000,1.50,71464,12
2920,1,55,resolved,"2023-10-16 14:56:00","2023-10-21 14:56:00",10,4,2,2023,35.84000000,10.63500000,1.50,71464,12
2954,4,55,resolved,"2023-12-26 07:01:00","2024-01-02 07:01:00",12,4,3,2023,35.84000000,10.63500000,1.50,71464,12
3035,2,55,reported,"2024-09-11 16:33:00",,9,3,4,2024,35.84000000,10.63500000,1.50,71464,12
3049,6,55,resolved,"2025-04-14 06:14:00","2025-04-26 06:14:00",4,2,2,2025,35.84000000,10.63500000,1.50,71464,12
3112,2,55,resolved,"2025-01-10 13:27:00","2025-01-14 13:27:00",1,1,6,2025,35.84000000,10.63500000,1.50,71464,12
3277,2,55,reported,"2025-03-10 07:35:00",,3,1,2,2025,35.84000000,10.63500000,1.50,71464,12
3297,5,55,resolved,"2024-04-21 14:44:00","2024-04-22 14:44:00",4,2,1,2024,35.84000000,10.63500000,1.50,71464,12
3375,3,55,resolved,"2025-01-11 22:07:00","2025-01-12 22:07:00",1,1,7,2025,35.84000000,10.63500000,1.50,71464,12
3531,6,55,"in progress","2024-06-18 08:29:00",,6,2,3,2024,35.84000000,10.63500000,1.50,71464,12
3590,4,55,reported,"2025-01-12 01:00:00",,1,1,1,2025,35.84000000,10.63500000,1.50,71464,12
3829,5,55,reported,"2024-07-19 11:13:00",,7,3,6,2024,35.84000000,10.63500000,1.50,71464,12
3877,6,55,resolved,"2023-03-20 11:45:00","2023-03-31 11:45:00",3,1,2,2023,35.84000000,10.63500000,1.50,71464,12
3882,3,55,resolved,"2025-01-31 06:46:00","2025-02-04 06:46:00",1,1,6,2025,35.84000000,10.63500000,1.50,71464,12
3901,3,55,resolved,"2022-01-07 20:15:00","2022-01-14 20:15:00",1,1,6,2022,35.84000000,10.63500000,1.50,71464,12
3913,5,55,reported,"2024-04-25 13:13:00",,4,2,5,2024,35.84000000,10.63500000,1.50,71464,12
3948,4,55,"in progress","2024-05-29 04:33:00",,5,2,4,2024,35.84000000,10.63500000,1.50,71464,12
4023,2,55,resolved,"2023-08-20 16:10:00","2023-09-03 16:10:00",8,3,1,2023,35.84000000,10.63500000,1.50,71464,12
4079,5,55,resolved,"2022-05-09 12:11:00","2022-05-21 12:11:00",5,2,2,2022,35.84000000,10.63500000,1.50,71464,12
4117,2,55,resolved,"2022-11-06 09:56:00","2022-11-11 09:56:00",11,4,1,2022,35.84000000,10.63500000,1.50,71464,12
4186,6,55,reported,"2025-01-01 06:57:00",,1,1,4,2025,35.84000000,10.63500000,1.50,71464,12
4192,2,55,reported,"2023-12-06 18:57:00",,12,4,4,2023,35.84000000,10.63500000,1.50,71464,12
4522,2,55,"in progress","2024-06-24 09:20:00",,6,2,2,2024,35.84000000,10.63500000,1.50,71464,12
4639,3,55,rejected,"2022-05-29 20:51:00",,5,2,1,2022,35.84000000,10.63500000,1.50,71464,12
4925,5,55,reported,"2024-10-28 18:56:00",,10,4,2,2024,35.84000000,10.63500000,1.50,71464,12
5124,4,55,resolved,"2024-02-15 18:38:00","2024-02-26 18:38:00",2,1,5,2024,35.84000000,10.63500000,1.50,71464,12
18,4,56,validated,"2026-04-21 10:50:14",,4,2,3,2026,35.82000000,10.61500000,1.50,97535,15
104,5,56,resolved,"2025-01-16 11:05:00","2025-01-25 11:05:00",1,1,5,2025,35.82000000,10.61500000,1.50,97535,15
256,4,56,reported,"2024-09-11 02:12:00",,9,3,4,2024,35.82000000,10.61500000,1.50,97535,15
314,2,56,"in progress","2024-06-13 20:16:00",,6,2,5,2024,35.82000000,10.61500000,1.50,97535,15
434,5,56,reported,"2025-04-10 13:07:00",,4,2,5,2025,35.82000000,10.61500000,1.50,97535,15
785,7,56,resolved,"2023-04-26 10:26:00","2023-05-07 10:26:00",4,2,4,2023,35.82000000,10.61500000,1.50,97535,15
806,6,56,resolved,"2022-03-08 06:24:00","2022-03-09 06:24:00",3,1,3,2022,35.82000000,10.61500000,1.50,97535,15
825,1,56,resolved,"2023-10-14 19:48:00","2023-10-17 19:48:00",10,4,7,2023,35.82000000,10.61500000,1.50,97535,15
833,6,56,resolved,"2023-11-24 09:21:00","2023-12-07 09:21:00",11,4,6,2023,35.82000000,10.61500000,1.50,97535,15
887,4,56,"in progress","2024-11-12 20:49:00",,11,4,3,2024,35.82000000,10.61500000,1.50,97535,15
1015,6,56,resolved,"2025-03-13 16:47:00","2025-03-16 16:47:00",3,1,5,2025,35.82000000,10.61500000,1.50,97535,15
1518,1,56,resolved,"2024-10-06 12:26:00","2024-10-18 12:26:00",10,4,1,2024,35.82000000,10.61500000,1.50,97535,15
1787,6,56,rejected,"2023-09-14 17:11:00",,9,3,5,2023,35.82000000,10.61500000,1.50,97535,15
1790,1,56,resolved,"2023-02-16 13:02:00","2023-03-01 13:02:00",2,1,5,2023,35.82000000,10.61500000,1.50,97535,15
1859,4,56,resolved,"2023-02-03 10:37:00","2023-02-11 10:37:00",2,1,6,2023,35.82000000,10.61500000,1.50,97535,15
1917,2,56,"in progress","2023-01-08 13:29:00",,1,1,1,2023,35.82000000,10.61500000,1.50,97535,15
2002,4,56,resolved,"2023-03-10 11:42:00","2023-03-19 11:42:00",3,1,6,2023,35.82000000,10.61500000,1.50,97535,15
2034,1,56,rejected,"2025-02-12 23:41:00",,2,1,4,2025,35.82000000,10.61500000,1.50,97535,15
2108,4,56,"in progress","2025-01-26 17:20:00",,1,1,1,2025,35.82000000,10.61500000,1.50,97535,15
2369,5,56,"in progress","2025-02-09 12:54:00",,2,1,1,2025,35.82000000,10.61500000,1.50,97535,15
2496,3,56,resolved,"2025-04-10 19:11:00","2025-04-21 19:11:00",4,2,5,2025,35.82000000,10.61500000,1.50,97535,15
2520,1,56,resolved,"2023-10-22 12:38:00","2023-10-28 12:38:00",10,4,1,2023,35.82000000,10.61500000,1.50,97535,15
2647,4,56,reported,"2024-05-12 19:04:00",,5,2,1,2024,35.82000000,10.61500000,1.50,97535,15
3229,4,56,resolved,"2022-04-15 18:13:00","2022-04-25 18:13:00",4,2,6,2022,35.82000000,10.61500000,1.50,97535,15
3241,4,56,reported,"2024-12-10 07:33:00",,12,4,3,2024,35.82000000,10.61500000,1.50,97535,15
3456,1,56,resolved,"2023-04-28 14:42:00","2023-05-07 14:42:00",4,2,6,2023,35.82000000,10.61500000,1.50,97535,15
3469,4,56,rejected,"2023-05-27 23:37:00",,5,2,7,2023,35.82000000,10.61500000,1.50,97535,15
3588,1,56,rejected,"2022-01-03 17:06:00",,1,1,2,2022,35.82000000,10.61500000,1.50,97535,15
3652,1,56,resolved,"2023-12-22 22:16:00","2023-12-25 22:16:00",12,4,6,2023,35.82000000,10.61500000,1.50,97535,15
3688,5,56,validated,"2025-02-01 09:15:00",,2,1,7,2025,35.82000000,10.61500000,1.50,97535,15
3707,1,56,resolved,"2023-07-22 18:06:00","2023-08-04 18:06:00",7,3,7,2023,35.82000000,10.61500000,1.50,97535,15
3876,3,56,"in progress","2024-04-20 23:26:00",,4,2,7,2024,35.82000000,10.61500000,1.50,97535,15
3899,5,56,resolved,"2025-04-06 17:26:00","2025-04-13 17:26:00",4,2,1,2025,35.82000000,10.61500000,1.50,97535,15
4087,2,56,validated,"2024-05-23 14:45:00",,5,2,5,2024,35.82000000,10.61500000,1.50,97535,15
4089,5,56,rejected,"2022-11-08 09:13:00",,11,4,3,2022,35.82000000,10.61500000,1.50,97535,15
4148,2,56,reported,"2025-04-19 15:40:00",,4,2,7,2025,35.82000000,10.61500000,1.50,97535,15
4265,4,56,resolved,"2022-01-05 23:50:00","2022-01-14 23:50:00",1,1,4,2022,35.82000000,10.61500000,1.50,97535,15
4300,3,56,resolved,"2023-07-26 05:08:00","2023-08-06 05:08:00",7,3,4,2023,35.82000000,10.61500000,1.50,97535,15
4308,5,56,reported,"2025-02-22 10:25:00",,2,1,7,2025,35.82000000,10.61500000,1.50,97535,15
4487,4,56,resolved,"2023-10-10 21:43:00","2023-10-19 21:43:00",10,4,3,2023,35.82000000,10.61500000,1.50,97535,15
4492,4,56,resolved,"2022-05-20 01:07:00","2022-05-25 01:07:00",5,2,6,2022,35.82000000,10.61500000,1.50,97535,15
4620,7,56,resolved,"2022-01-11 16:01:00","2022-01-15 16:01:00",1,1,3,2022,35.82000000,10.61500000,1.50,97535,15
4831,4,56,resolved,"2022-11-19 01:41:00","2022-11-28 01:41:00",11,4,7,2022,35.82000000,10.61500000,1.50,97535,15
4853,2,56,rejected,"2025-03-30 09:49:00",,3,1,1,2025,35.82000000,10.61500000,1.50,97535,15
4948,4,56,resolved,"2022-06-01 20:18:00","2022-06-02 20:18:00",6,2,4,2022,35.82000000,10.61500000,1.50,97535,15
4965,6,56,"in progress","2024-12-01 05:44:00",,12,4,1,2024,35.82000000,10.61500000,1.50,97535,15
5062,3,56,reported,"2024-03-01 19:48:00",,3,1,6,2024,35.82000000,10.61500000,1.50,97535,15
5065,5,56,reported,"2024-01-26 16:59:00",,1,1,6,2024,35.82000000,10.61500000,1.50,97535,15
178,3,57,resolved,"2025-01-01 06:49:00","2025-01-04 06:49:00",1,1,4,2025,35.83500000,10.61300000,1.80,97535,15
194,2,57,resolved,"2022-11-01 18:29:00","2022-11-11 18:29:00",11,4,3,2022,35.83500000,10.61300000,1.80,97535,15
341,2,57,resolved,"2025-02-13 23:33:00","2025-02-25 23:33:00",2,1,5,2025,35.83500000,10.61300000,1.80,97535,15
411,4,57,resolved,"2025-01-07 12:11:00","2025-01-16 12:11:00",1,1,3,2025,35.83500000,10.61300000,1.80,97535,15
574,4,57,resolved,"2025-02-21 22:51:00","2025-03-06 22:51:00",2,1,6,2025,35.83500000,10.61300000,1.80,97535,15
646,3,57,"in progress","2025-04-05 21:45:00",,4,2,7,2025,35.83500000,10.61300000,1.80,97535,15
751,3,57,resolved,"2024-04-11 20:11:00","2024-04-25 20:11:00",4,2,5,2024,35.83500000,10.61300000,1.80,97535,15
808,5,57,rejected,"2023-06-11 15:15:00",,6,2,1,2023,35.83500000,10.61300000,1.80,97535,15
812,1,57,"in progress","2024-08-30 08:13:00",,8,3,6,2024,35.83500000,10.61300000,1.80,97535,15
991,4,57,reported,"2023-05-23 08:07:00",,5,2,3,2023,35.83500000,10.61300000,1.80,97535,15
1130,4,57,rejected,"2025-03-26 21:52:00",,3,1,4,2025,35.83500000,10.61300000,1.80,97535,15
1367,1,57,rejected,"2025-05-08 22:19:00",,5,2,5,2025,35.83500000,10.61300000,1.80,97535,15
1688,6,57,reported,"2025-04-20 09:51:00",,4,2,1,2025,35.83500000,10.61300000,1.80,97535,15
1795,3,57,validated,"2024-03-04 00:00:00",,3,1,2,2024,35.83500000,10.61300000,1.80,97535,15
1819,5,57,resolved,"2022-06-01 09:58:00","2022-06-07 09:58:00",6,2,4,2022,35.83500000,10.61300000,1.80,97535,15
1885,2,57,resolved,"2024-02-20 08:30:00","2024-02-24 08:30:00",2,1,3,2024,35.83500000,10.61300000,1.80,97535,15
1928,6,57,resolved,"2024-05-26 11:04:00","2024-05-28 11:04:00",5,2,1,2024,35.83500000,10.61300000,1.80,97535,15
2077,2,57,reported,"2025-02-20 18:38:00",,2,1,5,2025,35.83500000,10.61300000,1.80,97535,15
2142,4,57,rejected,"2025-01-31 19:05:00",,1,1,6,2025,35.83500000,10.61300000,1.80,97535,15
2209,4,57,resolved,"2023-07-06 18:28:00","2023-07-07 18:28:00",7,3,5,2023,35.83500000,10.61300000,1.80,97535,15
2351,4,57,reported,"2024-07-11 18:31:00",,7,3,5,2024,35.83500000,10.61300000,1.80,97535,15
2395,4,57,resolved,"2024-07-16 09:01:00","2024-07-22 09:01:00",7,3,3,2024,35.83500000,10.61300000,1.80,97535,15
2565,7,57,resolved,"2023-05-05 18:05:00","2023-05-16 18:05:00",5,2,6,2023,35.83500000,10.61300000,1.80,97535,15
2582,2,57,"in progress","2024-05-10 15:08:00",,5,2,6,2024,35.83500000,10.61300000,1.80,97535,15
2584,4,57,resolved,"2025-02-21 20:37:00","2025-03-07 20:37:00",2,1,6,2025,35.83500000,10.61300000,1.80,97535,15
2600,6,57,resolved,"2023-09-08 09:28:00","2023-09-19 09:28:00",9,3,6,2023,35.83500000,10.61300000,1.80,97535,15
2698,5,57,reported,"2023-05-14 14:12:00",,5,2,1,2023,35.83500000,10.61300000,1.80,97535,15
2834,5,57,resolved,"2023-02-09 10:14:00","2023-02-13 10:14:00",2,1,5,2023,35.83500000,10.61300000,1.80,97535,15
3447,1,57,rejected,"2025-02-17 02:47:00",,2,1,2,2025,35.83500000,10.61300000,1.80,97535,15
3494,2,57,resolved,"2023-12-23 19:53:00","2024-01-04 19:53:00",12,4,7,2023,35.83500000,10.61300000,1.80,97535,15
3526,2,57,resolved,"2023-01-09 20:10:00","2023-01-14 20:10:00",1,1,2,2023,35.83500000,10.61300000,1.80,97535,15
3660,6,57,resolved,"2025-03-20 07:19:00","2025-04-03 07:19:00",3,1,5,2025,35.83500000,10.61300000,1.80,97535,15
4029,7,57,resolved,"2022-07-23 14:09:00","2022-08-06 14:09:00",7,3,7,2022,35.83500000,10.61300000,1.80,97535,15
4062,4,57,resolved,"2025-03-31 12:14:00","2025-04-10 12:14:00",3,1,2,2025,35.83500000,10.61300000,1.80,97535,15
4160,6,57,rejected,"2023-12-31 06:23:00",,12,4,1,2023,35.83500000,10.61300000,1.80,97535,15
4237,7,57,reported,"2023-03-08 10:47:00",,3,1,4,2023,35.83500000,10.61300000,1.80,97535,15
4392,2,57,"in progress","2024-10-14 11:23:00",,10,4,2,2024,35.83500000,10.61300000,1.80,97535,15
4408,5,57,"in progress","2024-10-28 09:28:00",,10,4,2,2024,35.83500000,10.61300000,1.80,97535,15
4570,2,57,resolved,"2023-06-22 06:39:00","2023-07-02 06:39:00",6,2,5,2023,35.83500000,10.61300000,1.80,97535,15
4607,3,57,reported,"2025-04-12 20:26:00",,4,2,7,2025,35.83500000,10.61300000,1.80,97535,15
4678,5,57,reported,"2024-06-19 17:56:00",,6,2,4,2024,35.83500000,10.61300000,1.80,97535,15
4815,4,57,resolved,"2024-12-18 19:00:00","2024-12-28 19:00:00",12,4,4,2024,35.83500000,10.61300000,1.80,97535,15
4916,5,57,rejected,"2023-11-05 10:53:00",,11,4,1,2023,35.83500000,10.61300000,1.80,97535,15
4947,6,57,"in progress","2024-03-24 18:52:00",,3,1,1,2024,35.83500000,10.61300000,1.80,97535,15
4972,6,57,reported,"2025-03-04 08:32:00",,3,1,3,2025,35.83500000,10.61300000,1.80,97535,15
5029,6,57,resolved,"2025-05-23 08:53:00","2025-05-26 08:53:00",5,2,6,2025,35.83500000,10.61300000,1.80,97535,15
5034,3,57,resolved,"2023-08-30 20:34:00","2023-09-12 20:34:00",8,3,4,2023,35.83500000,10.61300000,1.80,97535,15
5046,4,57,resolved,"2025-04-08 06:06:00","2025-04-17 06:06:00",4,2,3,2025,35.83500000,10.61300000,1.80,97535,15
201,4,58,resolved,"2022-02-07 07:51:00","2022-02-09 07:51:00",2,1,2,2022,35.80500000,10.61700000,1.80,97535,15
359,4,58,resolved,"2023-03-24 20:36:00","2023-03-25 20:36:00",3,1,6,2023,35.80500000,10.61700000,1.80,97535,15
402,5,58,rejected,"2023-01-30 15:49:00",,1,1,2,2023,35.80500000,10.61700000,1.80,97535,15
446,5,58,resolved,"2024-06-22 12:33:00","2024-06-30 12:33:00",6,2,7,2024,35.80500000,10.61700000,1.80,97535,15
555,2,58,resolved,"2024-05-23 16:45:00","2024-05-31 16:45:00",5,2,5,2024,35.80500000,10.61700000,1.80,97535,15
563,4,58,"in progress","2024-01-04 22:58:00",,1,1,5,2024,35.80500000,10.61700000,1.80,97535,15
698,2,58,reported,"2024-02-20 09:29:00",,2,1,3,2024,35.80500000,10.61700000,1.80,97535,15
715,5,58,validated,"2025-02-14 16:53:00",,2,1,6,2025,35.80500000,10.61700000,1.80,97535,15
719,5,58,resolved,"2023-04-04 10:47:00","2023-04-07 10:47:00",4,2,3,2023,35.80500000,10.61700000,1.80,97535,15
735,2,58,reported,"2024-01-03 14:28:00",,1,1,4,2024,35.80500000,10.61700000,1.80,97535,15
740,1,58,resolved,"2024-10-10 15:38:00","2024-10-24 15:38:00",10,4,5,2024,35.80500000,10.61700000,1.80,97535,15
779,5,58,validated,"2025-03-29 13:08:00",,3,1,7,2025,35.80500000,10.61700000,1.80,97535,15
784,2,58,"in progress","2025-01-24 06:02:00",,1,1,6,2025,35.80500000,10.61700000,1.80,97535,15
787,6,58,resolved,"2023-02-03 09:37:00","2023-02-16 09:37:00",2,1,6,2023,35.80500000,10.61700000,1.80,97535,15
909,3,58,resolved,"2023-10-29 21:01:00","2023-11-09 21:01:00",10,4,1,2023,35.80500000,10.61700000,1.80,97535,15
945,1,58,rejected,"2024-01-29 20:41:00",,1,1,2,2024,35.80500000,10.61700000,1.80,97535,15
1038,3,58,resolved,"2022-01-14 18:48:00","2022-01-15 18:48:00",1,1,6,2022,35.80500000,10.61700000,1.80,97535,15
1230,3,58,resolved,"2023-01-15 01:48:00","2023-01-29 01:48:00",1,1,1,2023,35.80500000,10.61700000,1.80,97535,15
1250,5,58,"in progress","2025-01-05 14:03:00",,1,1,1,2025,35.80500000,10.61700000,1.80,97535,15
1281,6,58,"in progress","2025-03-20 08:07:00",,3,1,5,2025,35.80500000,10.61700000,1.80,97535,15
1314,6,58,rejected,"2025-01-18 13:07:00",,1,1,7,2025,35.80500000,10.61700000,1.80,97535,15
1538,5,58,"in progress","2025-02-25 15:08:00",,2,1,3,2025,35.80500000,10.61700000,1.80,97535,15
1581,3,58,"in progress","2022-04-07 21:10:00",,4,2,5,2022,35.80500000,10.61700000,1.80,97535,15
1668,4,58,resolved,"2024-10-25 15:08:00","2024-11-07 15:08:00",10,4,6,2024,35.80500000,10.61700000,1.80,97535,15
1672,2,58,reported,"2025-02-28 09:41:00",,2,1,6,2025,35.80500000,10.61700000,1.80,97535,15
1801,5,58,resolved,"2022-09-19 09:16:00","2022-09-20 09:16:00",9,3,2,2022,35.80500000,10.61700000,1.80,97535,15
1882,7,58,rejected,"2025-03-02 16:21:00",,3,1,1,2025,35.80500000,10.61700000,1.80,97535,15
1939,4,58,"in progress","2025-02-26 02:20:00",,2,1,4,2025,35.80500000,10.61700000,1.80,97535,15
2055,7,58,reported,"2025-03-02 22:45:00",,3,1,1,2025,35.80500000,10.61700000,1.80,97535,15
2118,1,58,resolved,"2023-06-07 19:38:00","2023-06-18 19:38:00",6,2,4,2023,35.80500000,10.61700000,1.80,97535,15
2230,4,58,reported,"2025-02-13 09:46:00",,2,1,5,2025,35.80500000,10.61700000,1.80,97535,15
2233,2,58,resolved,"2023-02-18 13:57:00","2023-03-04 13:57:00",2,1,7,2023,35.80500000,10.61700000,1.80,97535,15
2258,2,58,resolved,"2023-07-13 16:54:00","2023-07-24 16:54:00",7,3,5,2023,35.80500000,10.61700000,1.80,97535,15
2268,2,58,rejected,"2023-01-03 20:47:00",,1,1,3,2023,35.80500000,10.61700000,1.80,97535,15
2296,5,58,"in progress","2022-09-23 09:50:00",,9,3,6,2022,35.80500000,10.61700000,1.80,97535,15
2488,2,58,"in progress","2025-02-13 17:33:00",,2,1,5,2025,35.80500000,10.61700000,1.80,97535,15
2491,4,58,reported,"2025-01-23 10:38:00",,1,1,5,2025,35.80500000,10.61700000,1.80,97535,15
2551,1,58,rejected,"2025-01-04 19:03:00",,1,1,7,2025,35.80500000,10.61700000,1.80,97535,15
2655,2,58,resolved,"2023-09-07 16:14:00","2023-09-21 16:14:00",9,3,5,2023,35.80500000,10.61700000,1.80,97535,15
2783,2,58,resolved,"2024-12-30 11:02:00","2025-01-05 11:02:00",12,4,2,2024,35.80500000,10.61700000,1.80,97535,15
2893,3,58,"in progress","2024-09-30 23:17:00",,9,3,2,2024,35.80500000,10.61700000,1.80,97535,15
2943,2,58,resolved,"2022-09-24 20:31:00","2022-09-30 20:31:00",9,3,7,2022,35.80500000,10.61700000,1.80,97535,15
2968,2,58,resolved,"2023-08-20 07:00:00","2023-08-29 07:00:00",8,3,1,2023,35.80500000,10.61700000,1.80,97535,15
2992,4,58,reported,"2025-01-18 05:33:00",,1,1,7,2025,35.80500000,10.61700000,1.80,97535,15
3040,6,58,validated,"2024-05-04 09:24:00",,5,2,7,2024,35.80500000,10.61700000,1.80,97535,15
3047,3,58,reported,"2025-01-16 23:36:00",,1,1,5,2025,35.80500000,10.61700000,1.80,97535,15
3171,2,58,resolved,"2023-09-09 13:50:00","2023-09-12 13:50:00",9,3,7,2023,35.80500000,10.61700000,1.80,97535,15
3223,1,58,resolved,"2022-09-19 13:16:00","2022-09-23 13:16:00",9,3,2,2022,35.80500000,10.61700000,1.80,97535,15
3314,1,58,resolved,"2025-01-12 00:29:00","2025-01-19 00:29:00",1,1,1,2025,35.80500000,10.61700000,1.80,97535,15
3355,2,58,rejected,"2024-07-09 09:27:00",,7,3,3,2024,35.80500000,10.61700000,1.80,97535,15
3404,4,58,reported,"2024-11-27 12:57:00",,11,4,4,2024,35.80500000,10.61700000,1.80,97535,15
3406,2,58,validated,"2024-05-16 20:57:00",,5,2,5,2024,35.80500000,10.61700000,1.80,97535,15
3580,7,58,reported,"2024-01-04 06:04:00",,1,1,5,2024,35.80500000,10.61700000,1.80,97535,15
3703,6,58,resolved,"2022-11-09 14:51:00","2022-11-18 14:51:00",11,4,4,2022,35.80500000,10.61700000,1.80,97535,15
3793,3,58,reported,"2024-10-20 03:58:00",,10,4,1,2024,35.80500000,10.61700000,1.80,97535,15
3886,6,58,"in progress","2022-08-22 09:37:00",,8,3,2,2022,35.80500000,10.61700000,1.80,97535,15
3907,2,58,resolved,"2023-08-12 20:28:00","2023-08-20 20:28:00",8,3,7,2023,35.80500000,10.61700000,1.80,97535,15
4010,4,58,"in progress","2024-06-01 08:49:00",,6,2,7,2024,35.80500000,10.61700000,1.80,97535,15
4189,4,58,reported,"2024-06-16 12:01:00",,6,2,1,2024,35.80500000,10.61700000,1.80,97535,15
4217,1,58,"in progress","2025-02-17 08:47:00",,2,1,2,2025,35.80500000,10.61700000,1.80,97535,15
4260,1,58,resolved,"2024-03-25 08:28:00","2024-04-01 08:28:00",3,1,2,2024,35.80500000,10.61700000,1.80,97535,15
4343,5,58,resolved,"2022-04-08 16:24:00","2022-04-21 16:24:00",4,2,6,2022,35.80500000,10.61700000,1.80,97535,15
4387,5,58,"in progress","2024-12-10 18:49:00",,12,4,3,2024,35.80500000,10.61700000,1.80,97535,15
4403,2,58,resolved,"2024-07-11 06:00:00","2024-07-14 06:00:00",7,3,5,2024,35.80500000,10.61700000,1.80,97535,15
4427,2,58,rejected,"2023-10-23 15:09:00",,10,4,2,2023,35.80500000,10.61700000,1.80,97535,15
4521,1,58,resolved,"2024-06-13 13:56:00","2024-06-27 13:56:00",6,2,5,2024,35.80500000,10.61700000,1.80,97535,15
4554,3,58,reported,"2024-09-10 20:15:00",,9,3,3,2024,35.80500000,10.61700000,1.80,97535,15
4688,4,58,"in progress","2024-12-11 09:38:00",,12,4,4,2024,35.80500000,10.61700000,1.80,97535,15
4725,7,58,resolved,"2023-07-22 18:38:00","2023-07-26 18:38:00",7,3,7,2023,35.80500000,10.61700000,1.80,97535,15
4859,5,58,resolved,"2023-03-28 08:08:00","2023-04-08 08:08:00",3,1,3,2023,35.80500000,10.61700000,1.80,97535,15
4926,6,58,resolved,"2023-09-23 06:57:00","2023-09-24 06:57:00",9,3,7,2023,35.80500000,10.61700000,1.80,97535,15
4951,3,58,reported,"2024-07-26 23:56:00",,7,3,6,2024,35.80500000,10.61700000,1.80,97535,15
5010,2,58,resolved,"2023-12-02 08:28:00","2023-12-04 08:28:00",12,4,7,2023,35.80500000,10.61700000,1.80,97535,15
5077,5,58,resolved,"2023-05-01 09:04:00","2023-05-13 09:04:00",5,2,2,2023,35.80500000,10.61700000,1.80,97535,15
5080,2,58,"in progress","2024-01-25 12:19:00",,1,1,5,2024,35.80500000,10.61700000,1.80,97535,15
5153,7,58,resolved,"2023-09-26 08:24:00","2023-09-28 08:24:00",9,3,3,2023,35.80500000,10.61700000,1.80,97535,15
85,2,59,resolved,"2024-09-28 19:16:00","2024-10-02 19:16:00",9,3,7,2024,35.82000000,10.60000000,1.50,97535,15
257,2,59,resolved,"2023-08-27 11:08:00","2023-09-02 11:08:00",8,3,1,2023,35.82000000,10.60000000,1.50,97535,15
321,4,59,resolved,"2024-06-16 07:01:00","2024-06-21 07:01:00",6,2,1,2024,35.82000000,10.60000000,1.50,97535,15
619,1,59,resolved,"2024-03-17 13:28:00","2024-03-24 13:28:00",3,1,1,2024,35.82000000,10.60000000,1.50,97535,15
629,5,59,"in progress","2024-12-21 09:43:00",,12,4,7,2024,35.82000000,10.60000000,1.50,97535,15
662,3,59,resolved,"2022-04-21 00:35:00","2022-05-04 00:35:00",4,2,5,2022,35.82000000,10.60000000,1.50,97535,15
810,1,59,reported,"2025-04-19 12:26:00",,4,2,7,2025,35.82000000,10.60000000,1.50,97535,15
844,3,59,reported,"2024-10-27 18:53:00",,10,4,1,2024,35.82000000,10.60000000,1.50,97535,15
853,1,59,reported,"2025-03-11 13:59:00",,3,1,3,2025,35.82000000,10.60000000,1.50,97535,15
903,1,59,reported,"2024-05-05 20:35:00",,5,2,1,2024,35.82000000,10.60000000,1.50,97535,15
1056,3,59,resolved,"2022-06-04 20:02:00","2022-06-07 20:02:00",6,2,7,2022,35.82000000,10.60000000,1.50,97535,15
1263,4,59,resolved,"2023-10-06 11:36:00","2023-10-08 11:36:00",10,4,6,2023,35.82000000,10.60000000,1.50,97535,15
1662,3,59,reported,"2022-10-13 22:19:00",,10,4,5,2022,35.82000000,10.60000000,1.50,97535,15
1675,4,59,resolved,"2023-01-24 00:59:00","2023-01-27 00:59:00",1,1,3,2023,35.82000000,10.60000000,1.50,97535,15
1710,1,59,reported,"2024-04-23 10:54:00",,4,2,3,2024,35.82000000,10.60000000,1.50,97535,15
1788,4,59,reported,"2025-03-15 19:08:00",,3,1,7,2025,35.82000000,10.60000000,1.50,97535,15
1824,4,59,"in progress","2025-01-24 19:59:00",,1,1,6,2025,35.82000000,10.60000000,1.50,97535,15
1967,3,59,resolved,"2022-01-24 21:55:00","2022-02-06 21:55:00",1,1,2,2022,35.82000000,10.60000000,1.50,97535,15
2009,3,59,resolved,"2022-06-19 19:10:00","2022-07-03 19:10:00",6,2,1,2022,35.82000000,10.60000000,1.50,97535,15
2234,2,59,resolved,"2022-01-10 07:12:00","2022-01-15 07:12:00",1,1,2,2022,35.82000000,10.60000000,1.50,97535,15
2328,4,59,resolved,"2024-10-07 06:26:00","2024-10-10 06:26:00",10,4,2,2024,35.82000000,10.60000000,1.50,97535,15
2374,6,59,resolved,"2023-12-06 09:00:00","2023-12-07 09:00:00",12,4,4,2023,35.82000000,10.60000000,1.50,97535,15
